task_id,axis,condition,law,variant,panel,role,solver,mode,status,full_time_truth,uncertainty
v3__S1__linearized_gaussian__0__combined__center_EEG__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,center_EEG,completed,"{""r"": {""nrmse"": 0.5386529210162706, ""correlation"": 0.8639525522407828, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5386529210162706, ""correlation"": 0.8639525522407828, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.4268022119926664, ""correlation"": 0.9721668327823695, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.4211761954421911, ""correlation"": 0.9793422718663463, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__center_fNIRS__O0,,,linearized_gaussian,combined,,,O0,center_fNIRS,completed,"{""r"": {""nrmse"": 0.6508588707245998, ""correlation"": 0.8273386867107226, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8333333333333334, ""mean_interval_width"": 0.14117036935289823}, ""clean_EEG"": {""nrmse"": 0.6508588707245998, ""correlation"": 0.8273386867107226, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8333333333333334, ""mean_interval_width"": 0.14117036935289823}, ""clean_HbO"": {""nrmse"": 0.5373377921686786, ""correlation"": 0.9382794771527592, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.175, ""mean_interval_width"": 0.020941122619862366}, ""clean_HbR"": {""nrmse"": 0.4353877725838649, ""correlation"": 0.9783058178998117, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.18333333333333332, ""mean_interval_width"": 0.00736645249495508}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__center_fNIRS__O1,,,linearized_gaussian,combined,,,O1,center_fNIRS,completed,"{""r"": {""nrmse"": 0.44315571258904335, ""correlation"": 0.9055542021264169, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.1570655653546585}, ""clean_EEG"": {""nrmse"": 0.44315571258904335, ""correlation"": 0.9055542021264169, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.1570655653546585}, ""clean_HbO"": {""nrmse"": 0.23402323028215202, ""correlation"": 0.9960555553654951, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.95, ""mean_interval_width"": 0.061108227951124125}, ""clean_HbR"": {""nrmse"": 0.2541314173869884, ""correlation"": 0.9913270170808045, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9083333333333333, ""mean_interval_width"": 0.020335624285999162}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__center_fNIRS__O2,,,linearized_gaussian,combined,,,O2,center_fNIRS,completed,"{""r"": {""nrmse"": 0.4435217698685733, ""correlation"": 0.9040822762247922, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.4435217698685733, ""correlation"": 0.9040822762247922, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.25987932284782594, ""correlation"": 0.9958162662243794, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.2586215746345583, ""correlation"": 0.9906918663120861, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__center_fNIRS__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,center_fNIRS,completed,"{""r"": {""nrmse"": 0.6270370948257565, ""correlation"": 0.8500131296916578, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6270370948257565, ""correlation"": 0.8500131296916578, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.500931776237926, ""correlation"": 0.9661140647640758, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.43225453309294676, ""correlation"": 0.9782084025570116, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__center_fNIRS__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,center_fNIRS,completed,"{""r"": {""nrmse"": 0.5691935722816828, ""correlation"": 0.8640639767327155, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5691935722816828, ""correlation"": 0.8640639767327155, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.5222821803061043, ""correlation"": 0.9794558261161689, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.5009793758386606, ""correlation"": 0.9862300338256923, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_EEG__O0,,,linearized_gaussian,combined,,,O0,whole_EEG,completed,"{""r"": {""nrmse"": 0.7341650534757925, ""correlation"": 0.7637308365003973, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8666666666666667, ""mean_interval_width"": 0.16340225452352566}, ""clean_EEG"": {""nrmse"": 0.7341650534757925, ""correlation"": 0.7637308365003973, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8666666666666667, ""mean_interval_width"": 0.16340225452352566}, ""clean_HbO"": {""nrmse"": 0.5367306788308177, ""correlation"": 0.9433824952814297, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.15, ""mean_interval_width"": 0.016247154858291257}, ""clean_HbR"": {""nrmse"": 0.4858971553267285, ""correlation"": 0.9745928542800895, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.006452567733395239}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__whole_EEG__O1,,,linearized_gaussian,combined,,,O1,whole_EEG,completed,"{""r"": {""nrmse"": 0.48163382094887575, ""correlation"": 0.8834475360689297, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.18892807499499675}, ""clean_EEG"": {""nrmse"": 0.48163382094887575, ""correlation"": 0.8834475360689297, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.18892807499499675}, ""clean_HbO"": {""nrmse"": 0.19894103381714964, ""correlation"": 0.9952739486572028, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.06031914578196907}, ""clean_HbR"": {""nrmse"": 0.21439359625029372, ""correlation"": 0.9908482020988315, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.925, ""mean_interval_width"": 0.019949857775730447}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2,,,linearized_gaussian,combined,,,O2,whole_EEG,completed,"{""r"": {""nrmse"": 0.4910105276502367, ""correlation"": 0.8787848622835033, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.4910105276502367, ""correlation"": 0.8787848622835033, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2595598150661475, ""correlation"": 0.9955823076527696, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.26451678133975864, ""correlation"": 0.9904399850766384, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,whole_EEG,completed,"{""r"": {""nrmse"": 0.7349411323572197, ""correlation"": 0.7574225544512, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7349411323572197, ""correlation"": 0.7574225544512, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.5386500356328275, ""correlation"": 0.9495391358625498, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.47456021537476667, ""correlation"": 0.9652717002433017, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,whole_EEG,completed,"{""r"": {""nrmse"": 0.614808934248538, ""correlation"": 0.8037820621851361, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.614808934248538, ""correlation"": 0.8037820621851361, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.26205302187443097, ""correlation"": 0.9851278063347483, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.294163463765108, ""correlation"": 0.9794571320473153, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O0,,,linearized_gaussian,combined,,,O0,whole_fNIRS,completed,"{""r"": {""nrmse"": 1.0138874659188823, ""correlation"": 0.8848870870000143, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5916666666666667, ""mean_interval_width"": 0.17306406180357953}, ""clean_EEG"": {""nrmse"": 1.0138874659188823, ""correlation"": 0.8848870870000143, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5916666666666667, ""mean_interval_width"": 0.17306406180357953}, ""clean_HbO"": {""nrmse"": 1.789496223439369, ""correlation"": 0.9006530546188359, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.19166666666666668, ""mean_interval_width"": 0.1255088250400876}, ""clean_HbR"": {""nrmse"": 1.8887252818591878, ""correlation"": 0.894002889754084, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.039776304923201194}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O1,,,linearized_gaussian,combined,,,O1,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.5324841475004544, ""correlation"": 0.8855306451179061, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.2158512067368319}, ""clean_EEG"": {""nrmse"": 0.5324841475004544, ""correlation"": 0.8855306451179061, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.2158512067368319}, ""clean_HbO"": {""nrmse"": 0.5286655700249346, ""correlation"": 0.9678130229740052, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.195667806470529}, ""clean_HbR"": {""nrmse"": 0.5173823032434874, ""correlation"": 0.9791967309320297, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9333333333333333, ""mean_interval_width"": 0.06444600671435076}}",conditional_approximation
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2,,,linearized_gaussian,combined,,,O2,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.5324841474690732, ""correlation"": 0.8855306451182545, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5324841474690732, ""correlation"": 0.8855306451182545, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.6405440259399297, ""correlation"": 0.961092046937085, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.6479460370301825, ""correlation"": 0.9670923902160768, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.9980869265543096, ""correlation"": 0.8817443060631996, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.9980869265543096, ""correlation"": 0.8817443060631996, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.724402010327768, ""correlation"": 0.8996282852516275, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.8149474928424747, ""correlation"": 0.8978137282793727, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.5452037585521019, ""correlation"": 0.8803109383923521, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5452037585521019, ""correlation"": 0.8803109383923521, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.6668231429841655, ""correlation"": 0.9564912329031454, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.6747547825434981, ""correlation"": 0.9639834641366611, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__full__O0,,,linearized_gaussian,model,,,O0,full,completed,"{""r"": {""nrmse"": 0.436374231181551, ""correlation"": 0.9024986263333848, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.14990673744192584}, ""clean_EEG"": {""nrmse"": 0.436374231181551, ""correlation"": 0.9024986263333848, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.14990673744192584}, ""clean_HbO"": {""nrmse"": 0.10031087440122267, ""correlation"": 0.9952728652156069, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.03191314487263796}, ""clean_HbR"": {""nrmse"": 0.10875840050526187, ""correlation"": 0.9955477477911382, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.925, ""mean_interval_width"": 0.010829189377732454}}",conditional_approximation
v3__S1__linearized_gaussian__1__model__full__O1,,,linearized_gaussian,model,,,O1,full,completed,"{""r"": {""nrmse"": 0.41962554425124843, ""correlation"": 0.9081967510649982, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.15151411771122592}, ""clean_EEG"": {""nrmse"": 0.41962554425124843, ""correlation"": 0.9081967510649982, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.15151411771122592}, ""clean_HbO"": {""nrmse"": 0.10029159263707257, ""correlation"": 0.9950120818862885, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.03388829777846681}, ""clean_HbR"": {""nrmse"": 0.10793702712442602, ""correlation"": 0.9963616417524033, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9416666666666667, ""mean_interval_width"": 0.011473951974458935}}",conditional_approximation
v3__S1__linearized_gaussian__1__model__full__O2,,,linearized_gaussian,model,,,O2,full,completed,"{""r"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09563236996446783, ""correlation"": 0.9956286071056586, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12237978334134578, ""correlation"": 0.9951081031898642, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__full__O2_pointwise,,,linearized_gaussian,model,,,O2_pointwise,full,completed,"{""r"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09563236996446783, ""correlation"": 0.9956286071056586, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12237978334134578, ""correlation"": 0.9951081031898642, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__full__O2_mean_only,,,linearized_gaussian,model,,,O2_mean_only,full,completed,"{""r"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.42010475894861476, ""correlation"": 0.9099570907466685, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09563236996446783, ""correlation"": 0.9956286071056586, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12237978334134578, ""correlation"": 0.9951081031898642, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__center_EEG__O0,,,linearized_gaussian,model,,,O0,center_EEG,completed,"{""r"": {""nrmse"": 0.4599738426384466, ""correlation"": 0.8901361875256425, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9583333333333334, ""mean_interval_width"": 0.15364531529020387}, ""clean_EEG"": {""nrmse"": 0.4599738426384466, ""correlation"": 0.8901361875256425, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9583333333333334, ""mean_interval_width"": 0.15364531529020387}, ""clean_HbO"": {""nrmse"": 0.10365189781112864, ""correlation"": 0.9949057484188238, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.032373866411598166}, ""clean_HbR"": {""nrmse"": 0.1207351938140838, ""correlation"": 0.9946322877137813, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9166666666666666, ""mean_interval_width"": 0.01090790493864097}}",conditional_approximation
v3__S1__linearized_gaussian__1__model__center_EEG__O1,,,linearized_gaussian,model,,,O1,center_EEG,completed,"{""r"": {""nrmse"": 0.4441187651786783, ""correlation"": 0.8962933534247702, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.15502285921424216}, ""clean_EEG"": {""nrmse"": 0.4441187651786783, ""correlation"": 0.8962933534247702, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.15502285921424216}, ""clean_HbO"": {""nrmse"": 0.10421212298465295, ""correlation"": 0.9946260016096433, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.034245442641314204}, ""clean_HbR"": {""nrmse"": 0.11740602398347567, ""correlation"": 0.9956200573971977, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.925, ""mean_interval_width"": 0.011546611496089655}}",conditional_approximation
v3__S1__linearized_gaussian__1__model__center_EEG__O2,,,linearized_gaussian,model,,,O2,center_EEG,completed,"{""r"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09963541217514824, ""correlation"": 0.9952577941421901, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.1318131711052637, ""correlation"": 0.9942475550041395, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__center_EEG__O2_pointwise,,,linearized_gaussian,model,,,O2_pointwise,center_EEG,completed,"{""r"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09963541217514824, ""correlation"": 0.9952577941421901, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.1318131711052637, ""correlation"": 0.9942475550041395, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__1__model__center_EEG__O2_mean_only,,,linearized_gaussian,model,,,O2_mean_only,center_EEG,completed,"{""r"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.44465376931347095, ""correlation"": 0.8979006844919326, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09963541217514824, ""correlation"": 0.9952577941421901, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.1318131711052637, ""correlation"": 0.9942475550041395, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
