task_id,family,kind,layer,queue_position,planned_solves,timeout_seconds,payload
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_pointwise,S1,v3_temporal,0,48,1,1800,"{""id"": ""v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 0, ""seed"": 20661000, ""variant"": ""combined"", ""mode"": ""whole_fNIRS"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 48}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_mean_only,S1,v3_temporal,0,49,1,1800,"{""id"": ""v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 0, ""seed"": 20661000, ""variant"": ""combined"", ""mode"": ""whole_fNIRS"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 49}"
v3__S1__linearized_gaussian__1__model__full__O0,S1,v3_temporal,0,50,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__full__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""full"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 50}"
v3__S1__linearized_gaussian__1__model__full__O1,S1,v3_temporal,0,51,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__full__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""full"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 51}"
v3__S1__linearized_gaussian__1__model__full__O2,S1,v3_temporal,0,52,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__full__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""full"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 52}"
v3__S1__linearized_gaussian__1__model__full__O2_pointwise,S1,v3_temporal,0,53,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__full__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""full"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 53}"
v3__S1__linearized_gaussian__1__model__full__O2_mean_only,S1,v3_temporal,0,54,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__full__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""full"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 54}"
v3__S1__linearized_gaussian__1__model__center_EEG__O0,S1,v3_temporal,0,55,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_EEG__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_EEG"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 55}"
v3__S1__linearized_gaussian__1__model__center_EEG__O1,S1,v3_temporal,0,56,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_EEG__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_EEG"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 56}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2,S1,v3_temporal,0,57,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_EEG__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_EEG"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 57}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2_pointwise,S1,v3_temporal,0,58,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_EEG__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_EEG"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 58}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2_mean_only,S1,v3_temporal,0,59,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_EEG__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_EEG"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 59}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O0,S1,v3_temporal,0,60,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_fNIRS__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_fNIRS"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 60}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O1,S1,v3_temporal,0,61,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_fNIRS__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_fNIRS"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 61}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2,S1,v3_temporal,0,62,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_fNIRS__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_fNIRS"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 62}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_pointwise,S1,v3_temporal,0,63,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_fNIRS"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 63}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_mean_only,S1,v3_temporal,0,64,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""center_fNIRS"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 64}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O0,S1,v3_temporal,0,65,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_EEG__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_EEG"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 65}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O1,S1,v3_temporal,0,66,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_EEG__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_EEG"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 66}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2,S1,v3_temporal,0,67,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_EEG__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_EEG"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 67}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2_pointwise,S1,v3_temporal,0,68,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_EEG__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_EEG"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 68}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2_mean_only,S1,v3_temporal,0,69,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_EEG__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_EEG"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 69}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O0,S1,v3_temporal,0,70,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_fNIRS__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_fNIRS"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 70}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O1,S1,v3_temporal,0,71,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_fNIRS__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_fNIRS"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 71}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2,S1,v3_temporal,0,72,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_fNIRS"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 72}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_pointwise,S1,v3_temporal,0,73,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_fNIRS"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 73}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_mean_only,S1,v3_temporal,0,74,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""model"", ""mode"": ""whole_fNIRS"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 74}"
v3__S1__linearized_gaussian__1__combined__full__O0,S1,v3_temporal,0,75,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__combined__full__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""full"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 75}"
v3__S1__linearized_gaussian__1__combined__full__O1,S1,v3_temporal,0,76,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__combined__full__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""full"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 76}"
v3__S1__linearized_gaussian__1__combined__full__O2,S1,v3_temporal,0,77,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__full__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""full"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 77}"
v3__S1__linearized_gaussian__1__combined__full__O2_pointwise,S1,v3_temporal,0,78,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__full__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""full"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 78}"
v3__S1__linearized_gaussian__1__combined__full__O2_mean_only,S1,v3_temporal,0,79,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__full__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""full"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 79}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O0,S1,v3_temporal,0,80,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_EEG__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_EEG"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 80}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O1,S1,v3_temporal,0,81,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_EEG__O1"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_EEG"", ""solver"": ""O1"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 81}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O2,S1,v3_temporal,0,82,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_EEG__O2"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_EEG"", ""solver"": ""O2"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 82}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O2_pointwise,S1,v3_temporal,0,83,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_EEG__O2_pointwise"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_EEG"", ""solver"": ""O2_pointwise"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 83}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O2_mean_only,S1,v3_temporal,0,84,1,1800,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_EEG__O2_mean_only"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_EEG"", ""solver"": ""O2_mean_only"", ""timeout_seconds"": 1800, ""row_ids"": [""fit""], ""queue_position"": 84}"
v3__S1__linearized_gaussian__1__combined__center_fNIRS__O0,S1,v3_temporal,0,85,1,900,"{""id"": ""v3__S1__linearized_gaussian__1__combined__center_fNIRS__O0"", ""family"": ""S1"", ""layer"": 0, ""kind"": ""v3_temporal"", ""stage"": 1, ""dependencies"": [], ""prerequisites"": [], ""planned_solves"": 1, ""law"": ""linearized_gaussian"", ""replicate"": 1, ""seed"": 20661001, ""variant"": ""combined"", ""mode"": ""center_fNIRS"", ""solver"": ""O0"", ""timeout_seconds"": 900, ""row_ids"": [""fit""], ""queue_position"": 85}"
